frequency,dc_bias,ac_amplitude,Z_real,Z_imag,Z_magnitude,Z_phase,X,Y
10.0,0.0,0.01,0.03755255856786941,-0.028967974460935658,0.047427188398245605,-37.646528134648804,0.0007768943905830383,-0.000599294900894165
16.378937069540637,0.0,0.01,-0.016128653912106463,-0.03811204010881596,0.04138430956621729,-112.93762049812705,-0.00030319392681121826,-0.0007164478302001953
26.826957952797258,0.0,0.01,-0.05082122350939745,0.0032199567767581434,0.0509231271686679,176.37467090120413,-0.00035419315099716187,2.244114875793457e-05
43.939705607607905,0.0,0.01,-0.01932874551272963,-0.04526466795617443,0.049218802995182546,-113.12326615555934,-0.0001046210527420044,-0.00024500489234924316
71.96856730011521,0.0,0.01,-0.02459058052276089,-0.036990544792719786,0.04441843147285365,-123.61517185544879,-0.00011727213859558105,-0.00017640739679336548
117.87686347935866,0.0,0.01,-0.01593217101474464,-0.03419103339585981,0.03772082764097138,-114.98434813604,-7.22929835319519e-05,-0.00015514343976974487
193.06977288832496,0.0,0.01,-0.04558973223234782,-0.021795909787461265,0.05053202319797144,-154.44809025066638,-0.00012376904487609863,-5.917251110076904e-05
316.22776601683796,0.0,0.01,-0.04487910966564836,-0.014156752676448179,0.047058985653362896,-162.4925408661517,-8.800625801086426e-05,-2.7760863304138184e-05
517.9474679231213,0.0,0.01,-0.0316790245293354,-0.02604169139382913,0.04100890495711472,-140.57814046337612,-6.096065044403076e-05,-5.011260509490967e-05
848.3428982440716,0.0,0.01,-0.036647101209140234,-0.035382603573836324,0.0509405404633306,-136.00573696050776,-5.8516860008239746e-05,-5.649775266647339e-05
1389.4954943731375,0.0,0.01,-0.03437583934911557,-0.03401749106103838,0.04836205153882565,-135.30019969050335,-6.003677845001221e-05,-5.9410929679870605e-05
2275.8459260747886,0.0,0.01,-0.028046788435296732,-0.03195751678550841,0.04251946872469535,-131.27107123684604,-5.599856376647949e-05,-6.380677223205566e-05
3727.593720314938,0.0,0.01,-0.024150543786738456,-0.023469528452627945,0.033675919155739226,-135.81933190893338,-5.9977173805236816e-05,-5.828589200973511e-05
6105.402296585326,0.0,0.01,-0.027213131701267195,-0.02677410608900474,0.03817600416303145,-135.46592048878043,-6.280839443206787e-05,-6.179511547088623e-05
10000.0,0.0,0.01,-0.014450666960728146,-0.014001215017256383,0.020121028740333474,-135.90502124771984,-6.156414747238159e-05,-5.964934825897217e-05
