bias,freq,Zmag,phase,Zreal,Zimag,Idc
-0.2,10.0,21.00045530004225,-29.12095450677888,18.345878037660537,-10.219974649496814,-0.3663
-0.2,21.544346900318832,42.96678265134613,133.63286182869868,-29.648574283644436,31.098335234466113,-0.26862
-0.2,46.41588833612777,56.7083402050458,-115.09469644705598,-24.050891585921484,-51.35553001122143,-0.17094
-0.2,100.0,124.12705056527346,-151.67161036586612,-109.26188522845445,-58.901316779491474,-0.561661
-0.2,215.44346900318823,154.23176395871582,-138.42387124493067,-115.37687104936603,-102.35045012443763,-0.17094
-0.2,464.15888336127773,166.35494190821453,-134.76901037874228,-117.1555211946188,-118.10398194346648,-0.3663
-0.2,1000.0,312.9908072944992,-134.28195064803845,-218.52698689690362,-224.07409812073956,-0.46398
-0.2,2154.4346900318824,748.7626627385861,-135.20341611402876,-531.3315301698985,-527.5721089658663,-0.3663
-0.2,4641.588833612777,5224.536717608122,-137.3662479914558,-3843.682378289922,-3538.628221282786,-0.46398
-0.2,10000.0,2109.6272400120292,11.6984922228935,2065.8063726066657,427.7512392716852,-1.050061
0.0,10.0,18.7857884004969,-159.22497876863014,-17.56434396443704,-6.663307506575703,-0.3663
0.0,21.544346900318832,57.39522002124381,56.43225026616343,31.735116144300044,47.823568296340795,-0.3663
0.0,46.41588833612777,59.77486501725333,166.31033180049425,-58.07676940151897,14.146495810399339,0.122106
0.0,100.0,77.16482111101453,-132.1081664546025,-51.7415101559293,-57.24705882295386,-0.3663
0.0,215.44346900318823,146.90411928945448,-144.2727804067319,-119.25767652664159,-85.78127332744131,-0.3663
0.0,464.15888336127773,169.2161224727307,-134.68841864160788,-119.00140946511263,-120.30278737428654,-0.952381
0.0,1000.0,315.1915813065001,-132.2112378620778,-211.76646791599225,-233.45384124678068,-0.46398
0.0,2154.4346900318824,764.1028557974676,-140.89190102747315,-592.9111514137562,-481.98500056231967,-0.46398
0.0,4641.588833612777,6521.804765999078,-146.6960167887651,-5450.7234944395905,-3580.998574835313,-1.050061
0.0,10000.0,897.0256313557876,-144.8228922394355,-733.2064543569178,-516.781654665301,-0.46398
0.2,10.0,19.112616326245604,-113.24754980773025,-7.543836911291105,-17.560826503616276,-0.46398
0.2,21.544346900318832,38.798898211507904,151.2026303519099,-34.000591740811636,18.689950874777672,-0.46398
0.2,46.41588833612777,54.649867356082375,-130.64076918079434,-35.5942410235034,-41.46875942198109,-0.26862
0.2,100.0,161.2638029762858,-141.98312814972115,-127.04836933613156,-99.32132701189728,-0.46398
0.2,215.44346900318823,119.89882576190769,-135.15562582655812,-85.01124118437772,-84.55067883450647,-0.46398
0.2,464.15888336127773,166.68787498976573,-136.15230254491087,-120.21259249119613,-115.47198913654074,-0.26862
0.2,1000.0,312.6466319938795,-135.40581079251197,-222.63480777418954,-219.5032092350041,-0.3663
0.2,2154.4346900318824,669.8881874169631,-133.92823080925555,-464.73946814290446,-482.45975002173446,-0.3663
0.2,4641.588833612777,2353.5635751562304,-131.51672853100234,-1560.0329994188428,-1762.2594993435064,-0.561661
0.2,10000.0,879.4915380672493,-149.65438028862093,-758.9955377619765,-444.33223964653286,-0.46398
0.4000000000000001,10.0,18.875620727185822,-122.81733703815893,-10.229879186934072,-15.863121687023023,-0.561661
0.4000000000000001,21.544346900318832,55.39672722559647,80.7441166538403,8.910226388525908,54.67545384367978,0.122106
0.4000000000000001,46.41588833612777,47.72848199783925,-164.5508153432463,-46.00391289028426,-12.714086384841162,-0.46398
0.4000000000000001,100.0,339.9434257547439,-119.36328707556369,-166.68969939206127,-296.27027665706754,-0.46398
0.4000000000000001,215.44346900318823,123.45323655288678,-137.94149441353647,-91.65923553658406,-82.69997676077078,-0.46398
0.4000000000000001,464.15888336127773,163.50456201098044,-135.05429006684668,-115.72468269520907,-115.50558260749014,-0.3663
0.4000000000000001,1000.0,332.1620179105493,-136.29352350598833,-240.11628444639896,-229.51203908741715,-0.3663
0.4000000000000001,2154.4346900318824,591.3547494338319,-129.3142732789806,-374.6667744643183,-457.5207621414068,-0.659341
0.4000000000000001,4641.588833612777,1476.6793847647618,-132.32457334397085,-994.2920411364827,-1091.771653012608,-0.46398
0.4000000000000001,10000.0,1534.2094836844271,-152.64410638784292,-1362.6378929955981,-704.9941222448266,-0.26862
0.6000000000000001,10.0,19.33747308451741,-100.96914748348883,-3.6795417867180764,-18.98417334345193,-0.26862
0.6000000000000001,21.544346900318832,43.39159645728185,118.45080086267245,-20.671928194830166,38.15104229007879,-0.659341
0.6000000000000001,46.41588833612777,71.32916440702866,165.86553486997786,-69.16969521697972,17.418466023018674,-0.3663
0.6000000000000001,100.0,224.94201478195075,-112.91237247790802,-87.5750690422218,-207.1943949444903,-0.3663
0.6000000000000001,215.44346900318823,147.57330342399737,-138.86504075043223,-111.14662677182086,-97.07887123734366,-0.854701
0.6000000000000001,464.15888336127773,164.23917748974435,-135.21317877912153,-116.56593013595413,-115.70173444701514,-0.46398
0.6000000000000001,1000.0,333.27374327763647,-134.32596310201552,-232.8715366979111,-238.41609709548013,-0.3663
0.6000000000000001,2154.4346900318824,787.7992070748599,-138.04528368907071,-585.8653466225226,-526.6776872952274,0.122106
0.6000000000000001,4641.588833612777,1468.9920420148449,-140.10610868976252,-1127.0599598225676,-942.1642460143007,0.219786
0.6000000000000001,10000.0,1005.1788583023736,-149.88255502086048,-869.4783899491006,-504.3727456847594,0.024426
0.8,10.0,22.327623594526752,46.224695867246865,15.446964787286783,16.12185021141153,-0.46398
0.8,21.544346900318832,37.57641155973441,157.14346977771035,-34.62592544527733,14.59561553222877,-0.3663
0.8,46.41588833612777,56.37778777329604,-121.12802907819301,-29.144618750715562,-48.26019220937944,-0.46398
0.8,100.0,89.6962543349705,-107.6018609777847,-27.12422358900295,-85.49675161324839,-1.050061
0.8,215.44346900318823,135.3797482210894,-129.7086377836174,-86.49192842149792,-104.14807989749997,0.122106
0.8,464.15888336127773,166.2519651780123,-133.1177646526107,-113.6332396247913,-121.35568704401858,-0.26862
0.8,1000.0,333.7184520620535,-137.09574362360252,-244.4462056880875,-227.18727466869774,0.219786
0.8,2154.4346900318824,829.4063203512392,-138.60756844272382,-622.2193098855307,-548.414054017725,-0.952381
0.8,4641.588833612777,1964.3268788847063,-136.42320484663313,-1423.0587654701778,-1354.0619768413203,-0.17094
0.8,10000.0,959.9900151158382,-152.66518620157925,-852.795980699105,-440.81724606185617,-0.3663
