bias,freq,Zmag,phase,Zreal,Zimag,Idc
-0.2,10.0,21.271452072110318,-27.937774884956035,18.79241182356125,-9.965938546356874,-0.3663
-0.2,21.544346900318832,50.54256698599628,102.97860664770208,-11.3512148159834,49.25140606861209,-0.46398
-0.2,46.41588833612777,112.18848792316838,113.18978661397668,-44.177365221631355,103.12428048021229,0.219786
-0.2,100.0,102.36379205864782,-172.88961775741842,-101.5765658209548,-12.670722183337851,-0.659341
-0.2,215.44346900318823,139.45738351457675,-136.671442233042,-101.44560119430645,-95.69300818271664,-0.3663
-0.2,464.15888336127773,160.39580964336133,-133.94446696619406,-111.30841006854516,-115.48702783932922,-0.26862
-0.2,1000.0,325.95358393274995,-133.0711803741859,-222.5957942952478,-238.11100613090522,-0.46398
-0.2,2154.4346900318824,768.7143750165213,-135.76575461550735,-550.7790742342611,-536.2501298299995,-0.561661
-0.2,4641.588833612777,6232.379276463343,-156.17257861942957,-5701.171334684549,-2517.776173185561,-0.3663
-0.2,10000.0,2751.97580359436,-147.6459399777497,-2324.7516001093054,-1472.718853467303,-0.3663
0.0,10.0,19.174010304691286,-177.882023940338,-19.160911540160058,-0.7086184548603887,-0.3663
0.0,21.544346900318832,45.61247821416187,-28.40098213232102,40.12257948680745,-21.695086636430116,-0.26862
0.0,46.41588833612777,59.97050243574894,-119.63025051624767,-29.649468333954825,-52.128400991302044,-0.26862
0.0,100.0,80.78817517927786,-157.98341054130356,-74.89672593026009,-30.285470009976617,-0.46398
0.0,215.44346900318823,154.28433563692116,-134.35730076878937,-107.86491419958827,-110.3123588164155,-0.3663
0.0,464.15888336127773,162.19997232286497,-135.46023649265598,-115.6102756895364,-113.76772466973027,-0.3663
0.0,1000.0,348.08825977771824,-135.0105072031672,-246.1807024440049,-246.09042715891363,-0.3663
0.0,2154.4346900318824,632.8051234418325,-128.62605770677484,-395.0190822128984,-494.3705583283781,-0.952381
0.0,4641.588833612777,2966.769797370842,-126.6419315563,-1770.604564443076,-2380.47946997347,-0.3663
0.0,10000.0,1208.92540984163,-145.05025826153138,-990.9015807288032,-692.5422036741966,-0.3663
0.2,10.0,21.78634965363745,86.00973418668335,1.5160465604702864,21.73353708113419,-0.3663
0.2,21.544346900318832,31.30700559568779,-168.00885265855757,-30.62387775116737,-6.504360910188081,-0.17094
0.2,46.41588833612777,180.697719705564,60.770826113978465,88.23543209130274,157.69012153731026,0.219786
0.2,100.0,109.54053864096119,-165.19479273694174,-105.90381123851026,-27.991290983266545,-0.17094
