dc_bias,frequency,Z_real,Z_imag,Z_magnitude,Z_phase
-0.2,10.0,0.04821224799143818,0.016527057823281534,0.050966307465638766,18.921607522388367
-0.2,21.544346900318832,0.03850418558853249,0.03591543991909824,0.052654450262238126,43.00772421462912
-0.2,46.41588833612777,-0.05380802876193738,-0.0027254456714801453,0.05387700820715336,-177.10037330011335
-0.2,100.0,-0.04312974972435601,-0.03349498303166146,0.05460850849068189,-142.16673910104862
-0.2,215.44346900318823,0.1127674369571212,0.12644821019574182,0.16942740244595858,48.273187463791615
-0.2,464.15888336127773,0.024171608619695497,-0.07679312335918594,0.08050745591883329,-72.5279440085374
-0.2,1000.0,0.03956046114394548,-0.07027560892442418,0.08064546667742849,-60.62340277783341
-0.2,2154.4346900318824,-0.1471987735280532,-0.09779450479150772,0.1767236376254725,-146.4011143345307
-0.2,4641.588833612777,-0.09463808819065417,-0.15962312385924513,0.18556914993329562,-120.6630478601329
-0.2,10000.0,-0.023887985122417243,-0.021336515138727342,0.03202940385761135,-138.22908272130712
0.0,10.0,0.027666201506280876,-0.04298754892929794,0.05112091615703813,-57.235218749531754
0.0,21.544346900318832,0.040154242152031845,-0.033644700960649886,0.052386344265806205,-39.95919004220295
0.0,46.41588833612777,0.04946312508693764,0.020533052244391784,0.05355564375336144,22.544235842220083
0.0,100.0,-0.03580186812904139,-0.04090930353919687,0.0543630837755863,-131.1908646919706
0.0,215.44346900318823,-0.056256665837755696,0.0008797898567129749,0.056263544870305535,179.1040326334945
0.0,464.15888336127773,-0.020376350859192642,-0.03376369340049501,0.03943580437089563,-121.110933845865
0.0,1000.0,-0.04712916323434309,-0.04354646038659131,0.06416737675306917,-137.26264815350314
0.0,2154.4346900318824,-0.030257547076807077,-0.03143967900748866,0.04363453415815413,-133.90233502814263
0.0,4641.588833612777,-0.028662535704781434,-0.02896927762496697,0.04075242323028512,-134.69504947950546
0.0,10000.0,-0.033658596055556655,-0.06530106221478141,0.07346516055117477,-117.26826210524247
0.2,10.0,0.03472233440396945,-0.038043182287269765,0.05150654545786891,-47.61303215233134
0.2,21.544346900318832,0.02109257277582401,-0.04774766658352119,0.05219900660428835,-66.1665141272842
0.2,46.41588833612777,-0.051043237260736334,-0.015255473963683364,0.05327421098348096,-163.35998542608203
0.2,100.0,-0.05195970398715609,0.015091673361154316,0.054107018428967785,163.80408393892418
0.2,215.44346900318823,-0.11092924330603766,0.02085492332210104,0.11287260450269063,169.35255975311483
0.2,464.15888336127773,-0.028025279417267533,-0.03338261451353964,0.043586870020403005,-130.01403719408682
0.2,1000.0,-0.029035071003433353,-0.03166632243513382,0.042962673621881074,-132.5179271222823
0.2,2154.4346900318824,-0.031809812020369456,-0.02989592701359395,0.04365352898418841,-136.7765347502578
0.2,4641.588833612777,-0.03018779454186577,-0.029219221458401817,0.04201268667839549,-135.93406868571336
0.2,10000.0,-0.01768705223945519,-0.018303181705699133,0.02545266739406808,-134.01922921455312
0.4000000000000001,10.0,0.030011856887813798,-0.04780782249520653,0.05644731566326066,-57.88102611791248
0.4000000000000001,21.544346900318832,0.11037689476459425,0.04977704370653007,0.12108184413047283,24.27410830458681
0.4000000000000001,46.41588833612777,0.14126226720621832,0.027447855203411836,0.14390417954843593,10.995799296096035
0.4000000000000001,100.0,0.04763076731432819,-0.1526366432737991,0.15989569995733055,-72.669295619159
0.4000000000000001,215.44346900318823,0.0355886014624253,-0.17281639650666586,0.17644278238454666,-78.36358137828192
0.4000000000000001,464.15888336127773,0.007096639800708229,-0.14664130643086387,0.14681292534450607,-87.22935825383558
0.4000000000000001,1000.0,-0.13326727873372435,-0.09756820573542631,0.16516574206391182,-143.79123746840457
0.4000000000000001,2154.4346900318824,-0.16689629970040223,-0.12710431094995092,0.20978532054399873,-142.70795123407245
0.4000000000000001,4641.588833612777,-0.16937555731926296,-0.12919631825011418,0.2130252756519651,-142.66432968103376
0.4000000000000001,10000.0,-0.06916073346778184,-0.07452309650007509,0.10167054128783354,-132.8626805473516
0.6000000000000001,10.0,0.05292084937305249,0.03598475901631443,0.06399624348215709,34.21465190837873
0.6000000000000001,21.544346900318832,-0.04833116129141796,0.1341473315759778,0.14258824538064976,109.81328925481861
0.6000000000000001,46.41588833612777,-0.10094457861820091,-0.11174645399839726,0.15058910297103859,-132.09263443978628
0.6000000000000001,100.0,-0.06230266035315164,-0.15321695425045487,0.16539968729373752,-112.12815011630397
0.6000000000000001,215.44346900318823,-0.03546050230716923,-0.13158012753206844,0.13627463881893853,-105.08273153995468
0.6000000000000001,464.15888336127773,-0.09329531559812021,-0.06668407037824464,0.11467685535784253,-144.44420602133425
0.6000000000000001,1000.0,-0.042083041104116876,-0.04072925162960231,0.058564957840659744,-135.93657006697202
0.6000000000000001,2154.4346900318824,-0.08405981118816025,-0.10103011705047106,0.13142730465249994,-129.7613791852403
0.6000000000000001,4641.588833612777,-0.14056771564231826,-0.0973630851489421,0.17099372219651748,-145.2919052160963
0.6000000000000001,10000.0,-0.06779374028930989,-0.06818385273199208,0.09615107381507698,-134.83562192358238
0.8,10.0,0.05599145903912342,0.029143008379077736,0.06312177455294513,27.496537641603204
0.8,21.544346900318832,-0.047495881907273586,0.12416809764221795,0.13294199964735393,110.93249039086943
0.8,46.41588833612777,0.011778729365603107,-0.1423744518023049,0.14286085185058559,-85.2706537104814
0.8,100.0,-0.09896142413726836,-0.12407058050998503,0.15870372527247428,-128.5766328273635
0.8,215.44346900318823,-0.20709351363159328,-0.017133430680841822,0.20780105349871092,-175.27052951327764
0.8,464.15888336127773,-0.17643049969296284,-0.07177531861651017,0.1904715663410424,-157.86256328863394
0.8,1000.0,-0.10363403110396562,-0.18733312863706617,0.21408809749215227,-118.9516833927041
0.8,2154.4346900318824,-0.14536666066133494,-0.14655712339739702,0.2064230036850243,-134.76634958824988
0.8,4641.588833612777,-0.133420598648653,-0.13595315809503222,0.19048442807688445,-134.46134065065147
0.8,10000.0,-0.07629540498434273,-0.06840804297136112,0.10247267521098714,-138.1199381219139
