dc_bias,frequency,Z_real,Z_imag,Z_magnitude,Z_phase
-0.2,10.0,0.005222725246935783,-0.0471161793638805,0.04740475943251204,-83.67471081210785
-0.2,21.544346900318832,0.04567562308408403,-0.01825727718839174,0.04918933537315868,-21.787380343345937
-0.2,46.41588833612777,-0.02439755056740346,0.04395401776388773,0.05027122587800269,119.03333476909354
-0.2,100.0,0.05106142204608993,0.001881299757995989,0.0510960674626566,2.110043108244607
-0.2,215.44346900318823,-0.05124080555743955,0.003650691736011521,0.05137068915565286,175.92480272823968
-0.2,464.15888336127773,-0.023542145302919735,-0.028653440170809872,0.03708439347064971,-129.40709667089664
-0.2,1000.0,-0.026946916133323968,-0.029081623018083796,0.03964690513094732,-132.81806619868934
-0.2,2154.4346900318824,-0.027465945235948565,-0.03072106308251719,0.04120875956182285,-131.79807699081883
-0.2,4641.588833612777,-0.026926144382894465,-0.02729081032073015,0.03833804349846964,-134.6146315443959
-0.2,10000.0,-0.014200547980623255,-0.01439925629819319,0.020223603657386076,-134.60192158498384
0.0,10.0,-0.013770733840553957,-0.045588157705418894,0.04762261262763229,-106.80789832279044
0.0,21.544346900318832,0.04064902423273468,-0.02764325797833768,0.04915783643256059,-34.21755411626358
0.0,46.41588833612777,-0.013341291127947663,-0.04857303407790143,0.05037191368703028,-105.35838179443158
0.0,100.0,-0.026908848147971672,-0.04332143404998617,0.05099836033440584,-121.84623432750955
0.0,215.44346900318823,0.001163991576817023,-0.051303605487499244,0.051316808283523085,-88.70027916675909
0.0,464.15888336127773,-0.026529866782319455,-0.025906690597872522,0.03708086365258385,-135.6808929913859
0.0,1000.0,-0.02804067056201451,-0.028010261809880012,0.039634000204691044,-135.03108410356265
0.0,2154.4346900318824,-0.0305786921028563,-0.0275389969200412,0.04115158274092656,-137.99397927147388
0.0,4641.588833612777,-0.027071428309369715,-0.027153403322418928,0.03834278997020555,-134.91338251214734
0.0,10000.0,-0.014127647595125815,-0.014457517348162896,0.02021410978609979,-134.338842166187
0.2,10.0,0.04507027439342829,-0.015274539974420862,0.047588246504038145,-18.721775115527564
0.2,21.544346900318832,0.0147032319215123,-0.04681943400745736,0.049073867075220726,-72.5655619345567
0.2,46.41588833612777,0.022580666447705466,-0.04500349621659085,0.050350781214785915,-63.35462590197081
