3.180, 0.1590, 2.9517
3.190, 0.1595, 3.0520
3.200, 0.1600, 3.0217
3.210, 0.1605, 3.0776
3.220, 0.1610, 3.0309
3.230, 0.1615, 3.0856
3.240, 0.1620, 3.0689
3.250, 0.1625, 3.1218
3.260, 0.1630, 3.1129
3.270, 0.1635, 3.0431
3.280, 0.1640, 3.1898
3.290, 0.1645, 3.1313
3.300, 0.1650, 3.0772
3.310, 0.1655, 3.1109
3.320, 0.1660, 3.1619
3.330, 0.1665, 3.2644
3.340, 0.1670, 3.2001
3.350, 0.1675, 3.1484
3.360, 0.1680, 3.2010
3.370, 0.1685, 3.2312
3.380, 0.1690, 3.2471
3.390, 0.1695, 3.2476
3.400, 0.1700, 3.2936
3.410, 0.1705, 3.2365
3.420, 0.1710, 3.2167
3.430, 0.1715, 3.2653
3.440, 0.1720, 3.3026
3.450, 0.1725, 3.3481
3.460, 0.1730, 3.2678
3.470, 0.1735, 3.3699
3.480, 0.1740, 3.2403
3.490, 0.1745, 3.3429
3.500, 0.1750, 3.4383
3.510, 0.1755, 3.2852
3.520, 0.1760, 3.4403
3.530, 0.1765, 3.3099
3.540, 0.1770, 3.4274
3.550, 0.1775, 3.4960
3.560, 0.1780, 3.3680
3.570, 0.1785, 3.4007
3.580, 0.1790, 3.3705
3.590, 0.1795, 3.4538
3.600, 0.1800, 3.4857
3.610, 0.1805, 3.4916
3.620, 0.1810, 3.6392
3.630, 0.1815, 3.5361
3.640, 0.1820, 3.5021
3.650, 0.1825, 3.6537
3.660, 0.1830, 3.5506
3.670, 0.1835, 3.5319
3.680, 0.1840, 3.6255
3.690, 0.1845, 3.4692
3.700, 0.1850, 3.4828
3.710, 0.1855, 3.5289
3.720, 0.1860, 3.5127
3.730, 0.1865, 3.7275
3.740, 0.1870, 3.5916
3.750, 0.1875, 3.6732
3.760, 0.1880, 3.6240
3.770, 0.1885, 3.6793
3.780, 0.1890, 3.6449
3.790, 0.1895, 3.7230
3.800, 0.1900, 3.7268
3.810, 0.1905, 3.6961
3.820, 0.1910, 3.7146
3.830, 0.1915, 3.6966
3.840, 0.1920, 3.7405
3.850, 0.1925, 3.6725
3.860, 0.1930, 3.7605
3.870, 0.1935, 3.7683
3.880, 0.1940, 3.6340
3.890, 0.1945, 3.7406
3.900, 0.1950, 3.8675
3.910, 0.1955, 3.6950
3.920, 0.1960, 3.8032
3.930, 0.1965, 3.8813
3.940, 0.1970, 3.7967
3.950, 0.1975, 3.8314
3.960, 0.1980, 3.8505
3.970, 0.1985, 3.8647
3.980, 0.1990, 3.8302
3.990, 0.1995, 3.9262
4.000, 0.2000, 3.9049
4.010, 0.2005, 3.8570
4.020, 0.2010, 3.8563
4.030, 0.2015, 3.9743
4.040, 0.2020, 3.8570
4.050, 0.2025, 3.8338
4.060, 0.2030, 3.9660
4.070, 0.2035, 3.8862
4.080, 0.2040, 3.9742
4.090, 0.2045, 3.9562
4.100, 0.2050, 3.9634
4.110, 0.2055, 4.0728
4.120, 0.2060, 3.9823
4.130, 0.2065, 3.9717
4.140, 0.2070, 3.9455
4.150, 0.2075, 3.9886
4.160, 0.2080, 3.9605
4.170, 0.2085, 4.0338
4.180, 0.2090, 4.1668
4.190, 0.2095, 4.1056
4.200, 0.2100, 4.0613
4.210, 0.2105, 4.0151
4.220, 0.2110, 4.0619
4.230, 0.2115, 4.0174
4.240, 0.2120, 4.0709
4.250, 0.2125, 4.0746
4.260, 0.2130, 4.1592
4.270, 0.2135, 4.1499
4.280, 0.2140, 4.1840
4.290, 0.2145, 4.2785
4.300, 0.2150, 4.3544
4.310, 0.2155, 4.2251
4.320, 0.2160, 4.1851
4.330, 0.2165, 4.1137
4.340, 0.2170, 4.2036
4.350, 0.2175, 4.2603
4.360, 0.2180, 4.2051
4.370, 0.2185, 4.3202
4.380, 0.2190, 4.1888
4.390, 0.2195, 4.1519
4.400, 0.2200, 4.2976
4.410, 0.2205, 4.1213
4.420, 0.2210, 4.3568
4.430, 0.2215, 4.3024
4.440, 0.2220, 4.1851
4.450, 0.2225, 4.2742
4.460, 0.2230, 4.1890
4.470, 0.2235, 4.3121
4.480, 0.2240, 4.3343
4.490, 0.2245, 4.2956
4.500, 0.2250, 4.3589
4.510, 0.2255, 4.4113
4.520, 0.2260, 4.4030
4.530, 0.2265, 4.4006
4.540, 0.2270, 4.4289
4.550, 0.2275, 4.3870
4.560, 0.2280, 4.3512
4.570, 0.2285, 4.4743
4.580, 0.2290, 4.4739
4.590, 0.2295, 4.4441
4.600, 0.2300, 4.3379
4.610, 0.2305, 4.3742
4.620, 0.2310, 4.5226
4.630, 0.2315, 4.4929
4.640, 0.2320, 4.4142
4.650, 0.2325, 4.4533
4.660, 0.2330, 4.5497
4.670, 0.2335, 4.5634
4.680, 0.2340, 4.5911
4.690, 0.2345, 4.4939
4.700, 0.2350, 4.6490
4.710, 0.2355, 4.4905
4.720, 0.2360, 4.6434
4.730, 0.2365, 4.5486
4.740, 0.2370, 4.6201
4.750, 0.2375, 4.5183
4.760, 0.2380, 4.6644
4.770, 0.2385, 4.6265
4.780, 0.2390, 4.6937
4.790, 0.2395, 4.5238
4.800, 0.2400, 4.6311
4.810, 0.2405, 4.7074
4.820, 0.2410, 4.7575
4.830, 0.2415, 4.7402
4.840, 0.2420, 4.6555
4.850, 0.2425, 4.7375
4.860, 0.2430, 4.7353
4.870, 0.2435, 4.6967
4.880, 0.2440, 4.8205
4.890, 0.2445, 4.7375
4.900, 0.2450, 4.7870
4.910, 0.2455, 4.8055
4.920, 0.2460, 4.7122
