frequency,dc_bias,ac_amplitude,Z_real,Z_imag,Z_magnitude,Z_phase,X,Y
10.0,0.0,0.01,-0.034242867754569854,-0.032483608457499584,0.047199139933658735,-136.51026687543538,-0.0007691904902458191,-0.0007296726107597351
16.378937069540637,0.0,0.01,-0.026096462497417785,0.032030315450446926,0.041315450653893054,129.1711712359208,-0.0004483163356781006,0.0005502551794052124
26.826957952797258,0.0,0.01,0.04148836626937709,0.02969852449253896,0.051022415590952996,35.59613913807583,0.00018843263387680054,0.00013488531112670898
43.939705607607905,0.0,0.01,0.006661316685381303,-0.048821990119719647,0.04927433266146729,-82.23048748494189,2.9899179935455322e-05,-0.00021913647651672363
71.96856730011521,0.0,0.01,-0.04236020449814289,0.013181000213263456,0.04436356265840849,162.71570235070092,-0.00015448778867721558,4.807114601135254e-05
117.87686347935866,0.0,0.01,-0.028047006789131003,-0.02505378449124137,0.03760753524445769,-138.22627411339707,-0.00013013184070587158,-0.00011624395847320557
193.06977288832496,0.0,0.01,-0.007721942250628602,-0.05019754306364041,0.05078800765680887,-98.74531854847447,-1.7546117305755615e-05,-0.00011406093835830688
316.22776601683796,0.0,0.01,-0.01040857345518976,-0.045992275977698324,0.047155358666654705,-102.7518770563209,-1.5944242477416992e-05,-7.045269012451172e-05
517.9474679231213,0.0,0.01,-0.026923482146518688,-0.030996942846835178,0.04105708655937337,-130.97709357428707,-6.229430437088013e-05,-7.171928882598877e-05
848.3428982440716,0.0,0.01,-0.03388642492712024,-0.038115747977050196,0.05100098075715174,-131.63837581792225,-5.844235420227051e-05,-6.573647260665894e-05
1389.4954943731375,0.0,0.01,-0.03471076152935057,-0.03423947952046617,0.048756321885268024,-135.39161646375712,-6.145983934402466e-05,-6.062537431716919e-05
2275.8459260747886,0.0,0.01,-0.028836593008714807,-0.031512892882377574,0.0427154716018267,-132.4607855849725,-5.988776683807373e-05,-6.54458999633789e-05
3727.593720314938,0.0,0.01,-0.02449766468921948,-0.023271576454035933,0.033789078795987776,-136.47028211068533,-6.058812141418457e-05,-5.755573511123657e-05
6105.402296585326,0.0,0.01,-0.026332015300456754,-0.027961521182755324,0.038408614875274576,-133.28090417904252,-5.887448787689209e-05,-6.251782178878784e-05
10000.0,0.0,0.01,-0.014430454223618706,-0.014062489790685438,0.02014923393613482,-135.7398897453268,-6.194412708282471e-05,-6.0364603996276855e-05
