frequency,dc_bias,ac_amplitude,Z_real,Z_imag,Z_magnitude,Z_phase,X,Y
10.0,0.0,0.01,-0.023728937378470892,0.04101550276425945,0.04738495474426843,120.0509189874187,-0.0004867464303970337,0.0008413419127464294
16.378937069540637,0.0,0.01,-0.01346439477427491,0.03905680751235172,0.04131251795393759,109.02105658381578,-0.00022032111883163452,0.0006390959024429321
26.826957952797258,0.0,0.01,-0.04891675365497473,-0.01444844793065604,0.051005945101981615,-163.5445413112995,-0.0003564506769180298,-0.00010528415441513062
43.939705607607905,0.0,0.01,-0.041496599730347264,0.026339846943411276,0.04915033393765488,147.59477954277185,-0.00015880167484283447,0.00010079890489578247
71.96856730011521,0.0,0.01,-0.043841475682712794,0.006421245755185767,0.044309224627456394,171.66741493047851,-0.0001690387725830078,2.475827932357788e-05
117.87686347935866,0.0,0.01,-0.02235336418846638,-0.03026184341967999,0.03762249403879865,-126.45198426657196,-0.0001048743724822998,-0.00014197826385498047
193.06977288832496,0.0,0.01,-0.030609183467936483,-0.04037037977070362,0.05066250759096545,-127.16973010135227,-8.894503116607666e-05,-0.00011730939149856567
316.22776601683796,0.0,0.01,-0.04146435112273707,-0.022311523783984696,0.04708605427929741,-151.71578053512565,-0.00010161846876144409,-5.4679811000823975e-05
517.9474679231213,0.0,0.01,-0.029403838211864843,-0.02863858891492972,0.04104576076317576,-135.75536149891994,-6.956607103347778e-05,-6.775557994842529e-05
848.3428982440716,0.0,0.01,-0.03702677637905134,-0.03516512108238425,0.051064350674056555,-136.4771928777959,-5.882978439331055e-05,-5.587190389633179e-05
1389.4954943731375,0.0,0.01,-0.034677323708232656,-0.03401736732193467,0.048576723428829405,-135.5504290327365,-6.107240915298462e-05,-5.99101185798645e-05
2275.8459260747886,0.0,0.01,-0.031831557140222656,-0.028388047360488725,0.04265125159843039,-138.27275402328883,-6.522238254547119e-05,-5.8166682720184326e-05
3727.593720314938,0.0,0.01,-0.023475463175391995,-0.024135359568480157,0.033669169172983945,-134.205918839148,-6.22868537902832e-05,-6.40377402305603e-05
6105.402296585326,0.0,0.01,-0.027566131118567098,-0.02657407566238267,0.0382893337909668,-136.04976012649664,-6.314367055892944e-05,-6.0871243476867676e-05
10000.0,0.0,0.01,-0.014059610842399789,-0.014432735326505335,0.020148858678463173,-134.24972004506785,-5.9798359870910645e-05,-6.138533353805542e-05
