frequency,dc_bias,ac_amplitude,Z_real,Z_imag,Z_magnitude,Z_phase,X,Y
10.0,0.0,0.01,-0.031164838474371036,0.03934133558124614,0.05018951924904103,128.38504147022456,-0.0006466507911682129,0.0008163079619407654
16.378937069540637,0.0,0.01,0.0375141953878485,0.022602195182715702,0.04379696430890217,31.068842998912128,0.0005847960710525513,0.00035233795642852783
26.826957952797258,0.0,0.01,0.05297875936130036,-0.011144931048313707,0.05413832682614265,-11.879863574252138,0.0002642124891281128,-5.558133125305176e-05
43.939705607607905,0.0,0.01,0.021884495369235098,-0.047521304062722106,0.05231830919848004,-65.27299965981345,8.834153413772583e-05,-0.0001918300986289978
71.96856730011521,0.0,0.01,-0.012162203170916793,-0.04546403278549137,0.047062697150619115,-104.9766600583307,-5.40316104888916e-05,-0.00020197778940200806
117.87686347935866,0.0,0.01,0.00022953014645095938,-0.03973740660432388,0.03973806950174471,-89.66905332957703,7.748603820800781e-07,-0.00013414770364761353
193.06977288832496,0.0,0.01,-0.03680522729914482,-0.03876681453224806,0.05345550173293143,-133.51313480028927,-0.00010498613119125366,-0.00011058151721954346
316.22776601683796,0.0,0.01,-0.04645535583491668,-0.01763557079778152,0.04969017451279772,-159.2120332228146,-9.909272193908691e-05,-3.761798143386841e-05
517.9474679231213,0.0,0.01,-0.0317565875650319,-0.029411495920110498,0.04328414196948133,-137.19555809292757,-7.133185863494873e-05,-6.606429815292358e-05
848.3428982440716,0.0,0.01,-0.03884939488739916,-0.036985496952913824,0.05363956066161499,-136.40795332829018,-6.631016731262207e-05,-6.31287693977356e-05
1389.4954943731375,0.0,0.01,-0.03632484163591815,-0.03581952252907847,0.05101502047520605,-135.40130894501465,-6.0521066188812256e-05,-5.967915058135986e-05
2275.8459260747886,0.0,0.01,-0.0336021972614006,-0.029598432342261612,0.04477917884367149,-138.62484825450323,-6.465613842010498e-05,-5.695223808288574e-05
3727.593720314938,0.0,0.01,-0.02490928947919922,-0.025266147640101787,0.0354802891607434,-134.59250735145488,-6.292760372161865e-05,-6.382912397384644e-05
6105.402296585326,0.0,0.01,-0.02782753027987652,-0.02918505418269182,0.0403254117043348,-133.63599069473486,-6.063282489776611e-05,-6.359070539474487e-05
10000.0,0.0,0.01,-0.01491519432911505,-0.01507187036579563,0.02120434621011962,-134.70064445918558,-6.099790334701538e-05,-6.163865327835083e-05
