frequency,dc_bias,ac_amplitude,Z_real,Z_imag,Z_magnitude,Z_phase,X,Y
10.0,0.0,0.01,0.005054023939496314,-0.04711809824433242,0.04738837769056421,-83.8776965357264,0.00011032074689865112,-0.001028507947921753
16.378937069540637,0.0,0.01,0.008139596624203353,-0.04070660166229183,0.041512413229023944,-78.69240040245427,0.00014776736497879028,-0.0007389932870864868
26.826957952797258,0.0,0.01,-0.0399347153709445,-0.03203547489068097,0.05119622196246322,-141.2635482399052,-0.00029718875885009766,-0.00023840367794036865
43.939705607607905,0.0,0.01,0.045019354873324105,-0.02038073447264096,0.04941777666846806,-24.356761827031576,0.00012919306755065918,-5.848705768585205e-05
71.96856730011521,0.0,0.01,-0.03100219935003327,0.03191193699106368,0.044491663118620565,134.17156146642822,-7.794797420501709e-05,8.02353024482727e-05
117.87686347935866,0.0,0.01,-0.03443104527958932,-0.01536256654012286,0.037702855724000964,-155.95435664085844,-0.00015041977167129517,-6.711483001708984e-05
193.06977288832496,0.0,0.01,-0.008700770432509638,-0.04992749482896412,0.05067995803091665,-99.88555262492014,-1.87605619430542e-05,-0.00010765343904495239
316.22776601683796,0.0,0.01,-0.019661857701131623,-0.04272413942249318,0.04703127403815662,-114.71211838789426,-4.786252975463867e-05,-0.00010400265455245972
517.9474679231213,0.0,0.01,-0.02790580813984212,-0.02995284293172758,0.04093784224443713,-132.9737247361945,-6.601959466934204e-05,-7.086247205734253e-05
848.3428982440716,0.0,0.01,-0.035383406029243496,-0.03654520725991375,0.05086784441963663,-134.07463085764084,-5.6274235248565674e-05,-5.812197923660278e-05
1389.4954943731375,0.0,0.01,-0.034755106652075644,-0.03384359370265573,0.048510888191287446,-135.76127931509623,-6.164610385894775e-05,-6.002932786941528e-05
2275.8459260747886,0.0,0.01,-0.028344210244902236,-0.03170759679837757,0.04252958910142096,-131.7943224329826,-5.5693089962005615e-05,-6.230175495147705e-05
3727.593720314938,0.0,0.01,-0.024182378522168674,-0.023494620195412895,0.03371623657996468,-135.8264554717171,-6.339699029922485e-05,-6.159394979476929e-05
6105.402296585326,0.0,0.01,-0.026343462096807622,-0.027746170270471684,0.03826000470365819,-133.51447966482576,-5.8628618717193604e-05,-6.175041198730469e-05
10000.0,0.0,0.01,-0.01415403467299148,-0.014292935896475185,0.020115285582486615,-134.72023767493337,-6.073713302612305e-05,-6.133317947387695e-05
